house,bravery_score,wisdom_score,ambition_score,loyalty_score,leadership,impulsiveness,justice_oriented,risk_taking,bravery_loyalty_ratio,wisdom_ambition_ratio,leadership_potential,moral_flexibility,calculated_thinking,courage_type,gryffindor_composite,hufflepuff_composite,ravenclaw_composite,slytherin_composite
Ravenclaw,5,8,9,6,5,5,8,5,0.819672131147541,0.8791208791208791,6.333333333333333,2,6.5,2.5,6.0,5.3500000000000005,7.225,6.4
Slytherin,7,6,10,4,9,5,7,8,1.707317073170732,0.594059405940594,8.666666666666666,3,5.5,5.6,6.449999999999999,4.1,7.2749999999999995,7.550000000000001
Gryffindor,9,4,8,7,7,8,10,10,1.267605633802817,0.4938271604938272,8.0,0,3.0,9.0,8.95,6.000000000000001,5.15,5.35
Gryffindor,10,4,6,9,9,8,10,7,1.098901098901099,0.6557377049180328,8.333333333333334,0,3.0,7.0,9.15,7.199999999999999,5.15,5.1499999999999995
Gryffindor,9,6,8,6,8,8,8,7,1.4754098360655739,0.7407407407407408,8.333333333333334,2,4.0,6.3,7.6,5.1000000000000005,6.299999999999999,6.4
Slytherin,5,6,8,4,10,3,6,8,1.2195121951219514,0.7407407407407408,7.666666666666667,4,6.5,4.0,5.6,4.55,7.324999999999999,7.3
Hufflepuff,7,6,3,10,3,2,9,4,0.6930693069306931,1.9354838709677418,4.333333333333333,1,7.0,2.8,7.6499999999999995,8.85,5.049999999999999,3.2
Slytherin,5,8,8,6,10,4,3,6,0.819672131147541,0.9876543209876544,7.666666666666667,7,7.0,3.0,4.95,4.45,8.15,8.3
Ravenclaw,3,10,5,5,6,3,6,5,0.5882352941176471,1.9607843137254903,4.666666666666667,4,8.5,1.5,4.65,5.55,7.825,6.05
Hufflepuff,4,7,6,10,2,3,6,5,0.39603960396039606,1.1475409836065575,4.0,4,7.0,2.0,6.2,7.35,5.8,4.8
Slytherin,5,8,9,4,9,5,3,7,1.2195121951219514,0.8791208791208791,7.666666666666667,7,6.5,3.5,4.65,3.3000000000000003,8.025,8.4
Slytherin,6,10,8,6,10,3,5,8,0.9836065573770493,1.234567901234568,8.0,5,8.5,4.8,6.15,5.1000000000000005,9.225,8.3
Gryffindor,10,8,8,6,10,9,9,7,1.639344262295082,0.9876543209876544,9.333333333333334,1,4.5,7.0,8.15,5.200000000000001,7.525,7.1000000000000005
Slytherin,5,9,8,7,7,5,5,5,0.7042253521126761,1.1111111111111112,6.666666666666667,5,7.0,2.5,5.5,5.200000000000001,7.9,7.35
Slytherin,5,7,9,7,10,3,3,6,0.7042253521126761,0.7692307692307693,8.0,7,7.0,3.0,5.2,4.800000000000001,7.999999999999999,8.450000000000001
Gryffindor,8,8,7,9,10,6,9,8,0.8791208791208791,1.1267605633802817,8.333333333333334,1,6.0,6.4,8.5,7.049999999999999,7.7,6.749999999999999
Ravenclaw,5,9,7,7,5,2,6,6,0.7042253521126761,1.267605633802817,5.666666666666667,4,8.5,3.0,5.95,6.1000000000000005,7.675000000000001,6.3
Hufflepuff,5,6,4,8,7,5,6,4,0.617283950617284,1.4634146341463417,5.333333333333333,4,5.5,2.0,5.8,6.65,5.675,5.1499999999999995
Slytherin,7,9,8,3,8,6,5,7,2.258064516129032,1.1111111111111112,7.666666666666667,5,6.5,4.9,5.5,3.45,7.975,7.6
Ravenclaw,6,8,6,10,6,5,8,5,0.594059405940594,1.3114754098360657,6.0,2,6.5,3.0,7.3,7.55,6.825,5.6
Slytherin,5,6,9,6,7,6,5,5,0.819672131147541,0.6593406593406593,7.0,5,5.0,2.5,5.25,4.45,6.55,7.1000000000000005
Slytherin,6,9,8,4,9,1,3,9,1.4634146341463417,1.1111111111111112,7.666666666666667,7,9.0,5.4,5.35,4.1,8.8,8.25
Ravenclaw,7,8,6,6,4,3,5,6,1.1475409836065575,1.3114754098360657,5.666666666666667,5,7.5,4.2,6.05,5.5,6.675,5.699999999999999
Gryffindor,10,8,6,7,10,8,7,9,1.4084507042253522,1.3114754098360657,8.666666666666666,3,5.0,9.0,8.3,5.65,7.25,6.799999999999999
Hufflepuff,7,5,5,9,5,4,9,6,0.7692307692307693,0.9803921568627452,5.666666666666667,1,5.5,4.2,7.8,7.75,5.125,4.2
Ravenclaw,4,9,7,5,7,2,5,4,0.7843137254901962,1.267605633802817,6.0,5,8.5,1.6,4.5,5.05,8.075000000000001,6.999999999999999
Slytherin,7,9,10,6,9,6,5,7,1.1475409836065575,0.8910891089108911,8.666666666666666,5,6.5,4.9,6.25,4.25,8.575000000000001,8.55
Slytherin,8,8,8,5,9,4,5,7,1.5686274509803924,0.9876543209876544,8.333333333333334,5,7.0,5.6,6.300000000000001,4.55,7.95,7.65
Gryffindor,7,7,5,6,7,9,7,10,1.1475409836065575,1.3725490196078431,6.333333333333333,3,4.0,7.0,7.35,5.300000000000001,5.85,5.5
Gryffindor,9,7,8,8,6,6,9,9,1.1111111111111112,0.8641975308641976,7.666666666666667,1,5.5,8.1,8.75,6.45,6.625,5.9
Hufflepuff,4,6,6,8,6,2,6,3,0.4938271604938272,0.9836065573770493,5.333333333333333,4,7.0,1.2,5.300000000000001,6.7,6.25,5.6
Gryffindor,7,6,8,8,9,8,9,8,0.8641975308641976,0.7407407407407408,8.0,1,4.0,5.6,7.949999999999999,6.15,6.499999999999999,6.45
Ravenclaw,6,10,8,7,4,2,5,5,0.8450704225352114,1.234567901234568,6.0,5,9.0,3.0,5.8,5.650000000000001,8.15,6.8
Slytherin,9,9,9,5,10,6,7,7,1.7647058823529413,0.989010989010989,9.333333333333334,3,6.5,6.3,7.1,4.55,8.575,8.05
Gryffindor,9,5,6,7,10,6,9,8,1.267605633802817,0.819672131147541,8.333333333333334,1,4.5,7.2,8.299999999999999,6.45,6.075,5.8
Slytherin,8,8,8,7,10,4,7,6,1.1267605633802817,0.9876543209876544,8.666666666666666,3,7.0,4.8,7.1000000000000005,5.850000000000001,8.15,7.5
Gryffindor,10,6,5,8,8,9,10,10,1.234567901234568,1.1764705882352942,7.666666666666667,0,3.5,10.0,9.5,6.8500000000000005,5.574999999999999,4.95
Hufflepuff,3,8,5,8,4,3,9,4,0.3703703703703704,1.5686274509803924,4.0,1,7.5,1.2,5.95,7.5,6.475,4.55
Hufflepuff,5,5,3,9,3,4,9,6,0.5494505494505495,1.6129032258064515,3.6666666666666665,1,5.5,3.0,7.2,8.15,4.325,3.0
Slytherin,6,9,8,7,8,5,5,8,0.8450704225352114,1.1111111111111112,7.333333333333333,5,7.0,4.8,6.4,5.200000000000001,8.1,7.6
Hufflepuff,5,3,3,8,4,5,6,4,0.617283950617284,0.9677419354838709,4.0,4,4.0,2.0,5.8,6.8500000000000005,3.45,3.45
Gryffindor,6,4,8,6,9,6,10,7,0.9836065573770493,0.4938271604938272,7.666666666666667,0,4.0,4.2,7.2,5.9,5.8,5.85
Gryffindor,9,7,5,7,8,7,8,7,1.267605633802817,1.3725490196078431,7.333333333333333,2,5.0,6.3,7.85,6.250000000000001,6.299999999999999,5.550000000000001
Ravenclaw,7,9,9,6,7,5,7,7,1.1475409836065575,0.989010989010989,7.666666666666667,3,7.0,4.9,6.75,5.1000000000000005,8.1,7.300000000000001
Hufflepuff,7,5,5,10,6,2,5,5,0.6930693069306931,0.9803921568627452,6.0,5,6.5,3.5,6.85,7.45,5.575,5.25
Gryffindor,7,5,7,6,10,8,9,8,1.1475409836065575,0.7042253521126761,8.0,1,3.5,5.6,7.449999999999999,5.55,6.025,6.1499999999999995
Gryffindor,8,8,6,6,10,7,7,9,1.3114754098360657,1.3114754098360657,8.0,3,5.5,7.2,7.45,5.4,7.375,6.799999999999999
Slytherin,6,8,6,6,8,5,7,6,0.9836065573770493,1.3114754098360657,6.666666666666667,3,6.5,3.6,6.25,5.7,7.225,6.299999999999999
Ravenclaw,6,9,7,8,7,4,10,7,0.7407407407407408,1.267605633802817,6.666666666666667,0,7.5,4.2,7.7,7.200000000000001,7.825000000000001,5.999999999999999
Slytherin,7,9,10,5,9,5,7,5,1.3725490196078431,0.8910891089108911,8.666666666666666,3,7.0,3.5,6.1,4.5,8.700000000000001,8.15
Slytherin,5,6,10,6,7,6,5,8,0.819672131147541,0.594059405940594,7.333333333333333,5,5.0,4.0,5.85,4.25,6.75,7.45
Slytherin,6,6,10,7,7,5,7,6,0.8450704225352114,0.594059405940594,7.666666666666667,3,5.5,3.6,6.5,5.300000000000001,6.875,7.050000000000001
Gryffindor,8,4,6,8,6,9,9,10,0.9876543209876544,0.6557377049180328,6.666666666666667,1,2.5,8.0,8.65,6.4,4.425000000000001,4.6
Hufflepuff,4,5,2,8,6,2,6,5,0.4938271604938272,2.380952380952381,4.0,4,6.5,2.0,5.7,7.500000000000001,4.975,4.0
Slytherin,8,9,9,6,10,5,5,6,1.3114754098360657,0.989010989010989,9.0,5,7.0,4.8,6.3500000000000005,4.6000000000000005,8.7,8.45
Slytherin,5,8,10,4,10,4,3,5,1.2195121951219514,0.7920792079207921,8.333333333333334,7,7.0,2.5,4.25,3.25,8.55,9.0
Hufflepuff,7,7,3,10,4,3,6,5,0.6930693069306931,2.258064516129032,4.666666666666667,4,7.0,3.5,7.1,7.95,5.599999999999999,4.25
Ravenclaw,7,10,8,9,5,2,6,6,0.7692307692307693,1.234567901234568,6.666666666666667,4,9.0,4.2,7.05,6.7,8.35,6.85
Ravenclaw,4,9,8,7,7,6,5,5,0.5633802816901409,1.1111111111111112,6.333333333333333,5,6.5,2.0,5.2,5.050000000000001,7.775,7.35
Hufflepuff,7,5,6,8,6,3,9,6,0.8641975308641976,0.819672131147541,6.333333333333333,1,6.0,4.2,7.55,7.3,5.65,4.8
Hufflepuff,5,6,3,10,3,5,6,4,0.49504950495049505,1.9354838709677418,3.6666666666666665,4,5.5,2.0,6.3,7.65,4.674999999999999,3.8
Hufflepuff,5,8,3,10,5,3,8,4,0.49504950495049505,2.5806451612903225,4.333333333333333,2,7.5,2.0,6.8,8.450000000000001,6.275,4.3
Slytherin,5,8,10,5,8,5,7,8,0.9803921568627452,0.7920792079207921,7.666666666666667,3,6.5,4.0,6.1,4.5,8.025,7.699999999999999
Slytherin,8,6,9,7,8,5,7,8,1.1267605633802817,0.6593406593406593,8.333333333333334,3,5.5,6.4,7.5,5.500000000000001,6.875,6.950000000000001
Slytherin,7,5,7,4,9,5,7,8,1.707317073170732,0.7042253521126761,7.666666666666667,3,5.0,5.6,6.449999999999999,4.7,6.2,6.299999999999999
Gryffindor,9,6,9,7,7,9,9,7,1.267605633802817,0.6593406593406593,8.333333333333334,1,3.5,6.3,8.1,5.400000000000001,6.175,6.300000000000001
Slytherin,8,6,10,6,9,4,4,5,1.3114754098360657,0.594059405940594,9.0,6,6.0,4.0,5.9,4.300000000000001,7.3999999999999995,8.15
Gryffindor,10,7,5,7,9,10,10,8,1.4084507042253522,1.3725490196078431,8.0,0,3.5,8.0,8.85,6.300000000000001,6.124999999999999,5.4
Gryffindor,8,5,8,8,6,8,8,10,0.9876543209876544,0.617283950617284,7.333333333333333,2,3.5,8.0,8.4,5.9,5.425,5.7
Hufflepuff,7,7,5,8,5,2,7,5,0.8641975308641976,1.3725490196078431,5.666666666666667,3,7.5,3.5,6.85,7.15,6.324999999999999,5.0
Ravenclaw,7,9,9,8,7,2,9,5,0.8641975308641976,0.989010989010989,7.666666666666667,1,8.5,3.5,7.35,6.8500000000000005,8.475,6.9
Hufflepuff,5,6,5,9,3,5,9,5,0.5494505494505495,1.1764705882352942,4.333333333333333,1,5.5,2.5,7.0,7.6,5.074999999999999,3.9000000000000004
Hufflepuff,6,5,4,10,5,3,8,3,0.594059405940594,1.2195121951219514,5.0,2,6.0,1.8,6.9,8.25,5.05,4.05
Gryffindor,10,4,5,8,8,9,8,8,1.234567901234568,0.7843137254901962,7.666666666666667,2,2.5,8.0,8.6,6.3500000000000005,4.625,4.95
Hufflepuff,6,6,5,8,3,6,8,3,0.7407407407407408,1.1764705882352942,4.666666666666667,2,5.0,1.8,6.4,6.8,4.949999999999999,4.1000000000000005
Gryffindor,10,6,6,4,8,8,9,9,2.439024390243903,0.9836065573770493,8.0,1,4.0,9.0,8.05,4.95,5.9,5.5
Gryffindor,7,7,5,8,10,9,10,7,0.8641975308641976,1.3725490196078431,7.333333333333333,0,4.0,4.9,8.0,6.8500000000000005,6.449999999999999,5.65
Ravenclaw,6,10,9,7,6,4,7,4,0.8450704225352114,1.098901098901099,7.0,3,8.0,2.4,6.1,5.65,8.5,7.25
Hufflepuff,6,5,3,8,7,3,9,3,0.7407407407407408,1.6129032258064515,5.333333333333333,1,6.0,1.8,6.65,7.9,5.25,4.0
Gryffindor,7,8,8,7,6,8,10,9,0.9859154929577465,0.9876543209876544,7.0,0,5.0,6.3,8.15,6.000000000000001,6.8500000000000005,5.9
Ravenclaw,6,10,8,5,8,5,5,5,1.1764705882352942,1.234567901234568,7.333333333333333,5,7.5,3.0,5.3,4.4,8.575,7.8
Slytherin,7,6,10,7,7,5,6,5,0.9859154929577465,0.594059405940594,8.0,4,5.5,3.5,6.35,5.050000000000001,6.875,7.25
Gryffindor,10,8,8,9,6,8,9,9,1.098901098901099,0.9876543209876544,8.0,1,5.0,9.0,9.3,6.55,6.8500000000000005,6.1000000000000005
Gryffindor,7,6,9,7,7,7,7,9,0.9859154929577465,0.6593406593406593,7.666666666666667,3,4.5,6.3,7.3999999999999995,5.200000000000001,6.425,6.700000000000001
Ravenclaw,3,8,6,8,7,2,6,7,0.3703703703703704,1.3114754098360657,5.333333333333333,4,8.0,2.1,5.800000000000001,6.7,7.4,6.249999999999999
Ravenclaw,4,10,8,5,5,6,5,6,0.7843137254901962,1.234567901234568,5.666666666666667,5,7.0,2.4,4.9,4.25,7.85,7.05
Slytherin,6,8,10,7,8,5,4,9,0.8450704225352114,0.7920792079207921,8.0,6,6.5,5.4,6.35,4.550000000000001,8.025,8.3
Slytherin,8,8,8,6,8,4,5,5,1.3114754098360657,0.9876543209876544,8.0,5,7.0,4.0,6.15,4.950000000000001,7.75,7.4
Ravenclaw,6,10,9,8,9,5,5,6,0.7407407407407408,1.098901098901099,8.0,5,7.5,3.6,6.25,5.4,8.975,8.4
Hufflepuff,4,5,4,8,3,4,7,4,0.4938271604938272,1.2195121951219514,3.6666666666666665,3,5.5,1.6,5.75,7.050000000000001,4.525,3.75
Hufflepuff,6,6,5,8,5,4,7,5,0.7407407407407408,1.1764705882352942,5.333333333333333,3,6.0,3.0,6.55,6.85,5.6,4.800000000000001
Hufflepuff,6,5,3,6,3,2,6,4,0.9836065573770493,1.6129032258064515,4.0,4,6.5,2.4,5.6,6.500000000000001,4.575,3.5999999999999996
Gryffindor,7,10,9,8,8,6,10,10,0.8641975308641976,1.098901098901099,8.0,0,7.0,7.0,8.6,6.5,8.65,7.15
Hufflepuff,7,8,4,8,7,4,6,4,0.8641975308641976,1.9512195121951221,6.0,4,7.0,2.8,6.3999999999999995,6.800000000000001,6.75,5.55
Slytherin,8,6,10,4,8,4,7,8,1.9512195121951221,0.594059405940594,8.666666666666666,3,6.0,6.4,6.75,4.25,7.199999999999999,7.300000000000001
Hufflepuff,6,6,4,8,4,3,8,6,0.7407407407407408,1.4634146341463417,4.666666666666667,2,6.5,3.6,7.0,7.45,5.324999999999999,4.0
Hufflepuff,7,8,5,8,5,5,6,4,0.8641975308641976,1.5686274509803924,5.666666666666667,4,6.5,2.8,6.3999999999999995,6.45,6.425,5.3999999999999995
Gryffindor,8,5,7,8,6,7,10,7,0.9876543209876544,0.7042253521126761,7.0,0,4.0,5.6,8.3,6.750000000000001,5.3500000000000005,4.949999999999999
Gryffindor,9,7,8,6,7,9,9,9,1.4754098360655739,0.8641975308641976,8.0,1,4.0,8.1,8.25,5.200000000000001,6.45,6.15
Hufflepuff,5,5,4,8,7,5,8,6,0.617283950617284,1.2195121951219514,5.333333333333333,2,5.0,3.0,6.7,7.15,5.2,4.550000000000001
Hufflepuff,5,10,5,9,4,5,6,4,0.5494505494505495,1.9607843137254903,4.666666666666667,4,7.5,2.0,6.05,6.85,7.175,5.55
Hufflepuff,6,7,5,9,7,2,9,5,0.6593406593406593,1.3725490196078431,6.0,1,7.5,3.0,7.3,8.049999999999999,6.725,5.1000000000000005
Ravenclaw,4,8,9,6,8,7,7,5,0.6557377049180328,0.8791208791208791,7.0,3,5.5,2.0,5.45,4.800000000000001,7.574999999999999,7.35
Hufflepuff,6,8,6,9,5,3,6,3,0.6593406593406593,1.3114754098360657,5.666666666666667,4,7.5,1.8,6.15,6.949999999999999,6.875,5.749999999999999
Ravenclaw,3,10,6,6,6,3,8,6,0.49180327868852464,1.639344262295082,5.0,2,8.5,1.8,5.6000000000000005,6.25,8.025,6.0
Gryffindor,8,5,7,8,6,6,10,7,0.9876543209876544,0.7042253521126761,7.0,0,4.5,5.6,8.3,6.9,5.4750000000000005,4.949999999999999
Hufflepuff,5,6,5,8,6,2,6,3,0.617283950617284,1.1764705882352942,5.333333333333333,4,7.0,1.5,5.6,6.9,6.05,5.25
Slytherin,7,8,10,2,10,6,5,6,3.333333333333333,0.7920792079207921,9.0,5,6.0,4.2,5.050000000000001,2.65,8.3,8.6
Slytherin,5,8,8,4,10,5,6,7,1.2195121951219514,0.9876543209876544,7.666666666666667,4,6.5,3.5,5.4,4.25,8.025,7.7
Gryffindor,7,7,5,8,9,6,7,8,0.8641975308641976,1.3725490196078431,7.0,3,5.5,5.6,7.449999999999999,6.55,6.624999999999999,6.0
Hufflepuff,7,7,5,9,4,2,6,6,0.7692307692307693,1.3725490196078431,5.333333333333333,4,7.5,4.2,7.05,7.3,6.124999999999999,4.95
Gryffindor,7,5,7,7,6,9,5,10,0.9859154929577465,0.7042253521126761,6.666666666666667,5,3.0,7.0,7.1,4.800000000000001,5.1000000000000005,5.949999999999999
Ravenclaw,4,10,7,7,5,2,5,5,0.5633802816901409,1.4084507042253522,5.333333333333333,5,9.0,2.0,5.2,5.8500000000000005,8.15,6.699999999999999
Hufflepuff,6,7,5,10,4,3,9,5,0.594059405940594,1.3725490196078431,5.0,1,7.0,3.0,7.55,8.3,5.999999999999999,4.3500000000000005
Slytherin,6,8,9,4,7,5,5,5,1.4634146341463417,0.8791208791208791,7.333333333333333,5,6.5,3.0,5.05,3.8000000000000003,7.625,7.5
Ravenclaw,6,8,7,7,4,5,8,6,0.8450704225352114,1.1267605633802817,5.666666666666667,2,6.5,3.6,6.75,6.15,6.625,5.45
Ravenclaw,5,8,8,7,5,5,8,7,0.7042253521126761,0.9876543209876544,6.0,2,6.5,3.5,6.65,5.950000000000001,7.025,6.050000000000001
Gryffindor,8,8,8,7,10,7,8,8,1.1267605633802817,0.9876543209876544,8.666666666666666,2,5.5,6.4,7.75,5.650000000000001,7.775,7.300000000000001
Ravenclaw,7,10,9,6,8,5,6,6,1.1475409836065575,1.098901098901099,8.0,4,7.5,4.2,6.3,4.8500000000000005,8.775,7.95
Hufflepuff,4,8,5,9,4,5,7,3,0.43956043956043955,1.5686274509803924,4.333333333333333,3,6.5,1.2,5.800000000000001,7.1,6.225,4.949999999999999
Hufflepuff,7,7,6,10,4,4,6,4,0.6930693069306931,1.1475409836065575,5.666666666666667,4,6.5,2.8,6.8999999999999995,7.199999999999999,6.074999999999999,5.3
Slytherin,8,7,9,4,8,4,4,8,1.9512195121951221,0.7692307692307693,8.333333333333334,6,6.5,6.4,6.0,3.7,7.475,7.750000000000001
Ravenclaw,5,9,6,6,7,4,6,6,0.819672131147541,1.4754098360655739,6.0,4,7.5,3.0,5.7,5.6,7.625000000000001,6.449999999999999
Ravenclaw,3,10,9,6,4,5,6,6,0.49180327868852464,1.098901098901099,5.333333333333333,4,7.5,1.8,5.1,4.8500000000000005,7.975,6.95
Slytherin,5,5,10,5,7,6,3,7,0.9803921568627452,0.49504950495049505,7.333333333333333,7,4.5,3.5,4.9,3.35,6.275,7.65
Ravenclaw,7,10,7,5,8,5,7,5,1.3725490196078431,1.4084507042253522,7.333333333333333,3,7.5,3.5,6.1,5.1,8.375,7.049999999999999
Slytherin,5,9,9,5,7,4,7,8,0.9803921568627452,0.989010989010989,7.0,3,7.5,4.0,6.1,4.85,8.225,7.300000000000001
Gryffindor,10,8,7,9,10,6,7,8,1.098901098901099,1.1267605633802817,9.0,3,6.0,8.0,8.6,6.549999999999999,7.7,7.149999999999999
Hufflepuff,6,6,6,9,7,3,6,5,0.6593406593406593,0.9836065573770493,6.333333333333333,4,6.5,3.0,6.55,6.949999999999999,6.325,5.85
Slytherin,6,7,9,4,7,6,5,8,1.4634146341463417,0.7692307692307693,7.333333333333333,5,5.5,4.8,5.65,3.6500000000000004,7.025,7.300000000000001
Slytherin,7,8,10,2,10,5,4,5,3.333333333333333,0.7920792079207921,9.0,6,6.5,3.5,4.6,2.55,8.425,8.8
Ravenclaw,6,10,9,8,6,5,7,5,0.7407407407407408,1.098901098901099,7.0,3,7.5,3.0,6.55,5.9,8.375,7.25
Ravenclaw,4,9,8,6,5,2,7,5,0.6557377049180328,1.1111111111111112,5.666666666666667,3,8.5,2.0,5.45,5.750000000000001,7.875,6.449999999999999
Gryffindor,7,4,5,6,9,7,10,7,1.1475409836065575,0.7843137254901962,7.0,0,3.5,4.9,7.5,6.3500000000000005,5.075,4.8
Ravenclaw,5,8,9,8,5,3,8,6,0.617283950617284,0.8791208791208791,6.333333333333333,2,7.5,3.0,6.7,6.45,7.475,6.4
Gryffindor,9,7,5,7,5,9,7,9,1.267605633802817,1.3725490196078431,6.333333333333333,3,4.0,8.1,7.999999999999999,5.700000000000001,5.449999999999999,5.0
Gryffindor,9,8,5,8,4,8,9,7,1.1111111111111112,1.5686274509803924,6.0,1,5.0,6.3,8.35,6.75,5.85,4.55
Gryffindor,7,5,8,6,6,6,7,6,1.1475409836065575,0.617283950617284,7.0,3,4.5,4.2,6.55,5.15,5.675,5.9
Hufflepuff,7,6,5,9,3,3,5,4,0.7692307692307693,1.1764705882352942,5.0,5,6.5,2.8,6.3999999999999995,6.8999999999999995,5.324999999999999,4.7
Slytherin,6,7,8,5,10,6,7,5,1.1764705882352942,0.8641975308641976,8.0,3,5.5,3.0,5.8,4.75,7.425,7.300000000000001
Hufflepuff,6,8,6,10,5,4,6,4,0.594059405940594,1.3114754098360657,5.666666666666667,4,7.0,2.4,6.6,7.199999999999999,6.75,5.749999999999999
Gryffindor,7,8,6,6,7,7,7,10,1.1475409836065575,1.3114754098360657,6.666666666666667,3,5.5,7.0,7.35,5.4,6.775,6.049999999999999
Slytherin,5,8,8,3,9,4,6,7,1.6129032258064515,0.9876543209876544,7.333333333333333,4,7.0,3.5,5.15,4.0,7.95,7.45
Slytherin,8,10,8,4,10,4,3,8,1.9512195121951221,1.234567901234568,8.666666666666666,7,8.0,6.4,5.75,3.65,9.1,8.7
Gryffindor,10,5,7,7,9,6,8,7,1.4084507042253522,0.7042253521126761,8.666666666666666,2,4.5,7.0,8.15,6.0,6.075,6.1
Gryffindor,8,8,6,8,10,8,9,7,0.9876543209876544,1.3114754098360657,8.0,1,5.0,5.6,8.05,6.55,7.25,6.3999999999999995
Slytherin,6,8,8,4,9,5,5,6,1.4634146341463417,0.9876543209876544,7.666666666666667,5,6.5,3.6,5.25,4.0,7.825,7.65
Hufflepuff,7,7,6,8,3,2,6,6,0.8641975308641976,1.1475409836065575,5.333333333333333,4,7.5,4.2,6.8,6.7,6.125,5.05
Hufflepuff,5,8,6,8,5,3,6,4,0.617283950617284,1.3114754098360657,5.333333333333333,4,7.5,2.0,5.8,6.55,6.875,5.749999999999999
Ravenclaw,6,9,7,7,4,3,6,7,0.8450704225352114,1.267605633802817,5.666666666666667,4,8.0,4.2,6.45,5.95,7.3500000000000005,6.05
Gryffindor,10,3,9,7,10,7,7,7,1.4084507042253522,0.32967032967032966,9.666666666666666,3,3.0,7.0,7.9,5.200000000000001,5.6,6.85
Ravenclaw,7,10,8,5,7,4,8,7,1.3725490196078431,1.234567901234568,7.333333333333333,2,8.0,4.9,6.75,5.300000000000001,8.5,6.95
Slytherin,8,7,9,5,10,6,3,8,1.5686274509803924,0.7692307692307693,9.0,7,5.5,6.4,6.0,3.5500000000000003,7.625,8.450000000000001
Gryffindor,8,4,5,9,10,9,10,9,0.8791208791208791,0.7843137254901962,7.666666666666667,0,2.5,7.2,8.950000000000001,7.25,5.025,5.05
Ravenclaw,5,9,9,8,7,4,7,5,0.617283950617284,0.989010989010989,7.0,3,7.5,2.5,6.25,6.050000000000001,8.225,7.300000000000001
Slytherin,7,9,8,7,6,4,6,6,0.9859154929577465,1.1111111111111112,7.0,4,7.5,4.2,6.55,5.600000000000001,7.825,6.8999999999999995
Gryffindor,9,4,7,7,10,6,10,10,1.267605633802817,0.5633802816901409,8.666666666666666,0,4.0,9.0,8.95,6.5,5.8,5.749999999999999
Slytherin,6,8,10,6,7,4,3,6,0.9836065573770493,0.7920792079207921,7.666666666666667,7,7.0,3.6,5.25,4.050000000000001,7.95,8.25
Gryffindor,7,4,7,8,7,8,9,7,0.8641975308641976,0.5633802816901409,7.0,1,3.0,4.9,7.75,6.3500000000000005,4.95,5.199999999999999
Slytherin,8,6,9,5,7,6,7,6,1.5686274509803924,0.6593406593406593,8.0,3,5.0,4.8,6.6000000000000005,4.55,6.55,6.700000000000001
Ravenclaw,6,9,9,8,8,4,5,7,0.7407407407407408,0.989010989010989,7.666666666666667,5,7.5,4.2,6.45,5.550000000000001,8.425,7.95
Ravenclaw,6,7,8,5,5,3,5,4,1.1764705882352942,0.8641975308641976,6.333333333333333,5,7.0,2.4,5.1,4.7,6.799999999999999,6.45
Ravenclaw,4,8,7,8,8,6,5,7,0.4938271604938272,1.1267605633802817,6.333333333333333,5,6.0,2.8,5.8500000000000005,5.65,7.300000000000001,7.049999999999999
Ravenclaw,5,10,9,7,6,4,7,5,0.7042253521126761,1.098901098901099,6.666666666666667,3,8.0,2.5,6.0,5.65,8.5,7.25
Gryffindor,9,5,6,6,7,7,9,7,1.4754098360655739,0.819672131147541,7.333333333333333,1,4.0,6.3,7.85,5.9,5.3500000000000005,5.05
Ravenclaw,6,10,8,7,4,4,6,7,0.8450704225352114,1.234567901234568,6.0,4,8.0,4.2,6.45,5.600000000000001,7.8999999999999995,6.6
Slytherin,7,10,10,5,8,6,3,6,1.3725490196078431,0.9900990099009901,8.333333333333334,7,7.0,4.2,5.3,3.35,8.85,8.9
Gryffindor,7,8,7,6,9,6,10,10,1.1475409836065575,1.1267605633802817,7.666666666666667,0,6.0,7.0,8.1,6.1,7.5,6.299999999999999
Ravenclaw,7,9,6,5,5,3,5,6,1.3725490196078431,1.4754098360655739,6.0,5,8.0,4.2,5.8,5.1,7.3500000000000005,6.1499999999999995
Slytherin,8,9,10,4,8,3,3,6,1.9512195121951221,0.8910891089108911,8.666666666666666,7,8.0,4.8,5.3500000000000005,3.4000000000000004,8.75,8.7
Ravenclaw,5,8,8,10,5,2,5,6,0.49504950495049505,0.9876543209876544,6.0,5,8.0,3.0,6.45,6.8500000000000005,7.4,6.65
Ravenclaw,6,10,7,8,8,3,8,6,0.7407407407407408,1.4084507042253522,7.0,2,8.5,3.6,7.0,6.8500000000000005,8.625,6.85
Hufflepuff,5,5,4,9,6,5,7,5,0.5494505494505495,1.2195121951219514,5.0,3,5.0,2.5,6.5,7.3,5.0,4.5
Ravenclaw,4,6,6,5,6,1,6,7,0.7843137254901962,0.9836065573770493,5.333333333333333,4,7.5,2.8,5.3500000000000005,5.6499999999999995,6.375,5.6
Slytherin,8,6,9,4,7,6,4,8,1.9512195121951221,0.6593406593406593,8.0,6,5.0,6.4,6.0,3.4000000000000004,6.55,7.300000000000001
Hufflepuff,5,4,6,8,5,2,6,8,0.617283950617284,0.6557377049180328,5.333333333333333,4,6.0,4.0,6.6,6.7,5.1,4.949999999999999
